YEAR,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,FL_DATE,CARRIER,ORIGIN,ORIGIN_STATE_ABR,DEST,DEST_STATE_ABR,DEP_TIME,WEATHER_DELAY,CANCELLATION_CODE,Conds_Description,Visibility,Pressure,Precipitation,Wind,Wind_Gust,Fog,Snow,Temp,Thunder,Tornado,Rain,Hail,Dest_Conds_Description,Dest_Visibility,Dest_Pressure,Dest_Precipitation,Dest_Wind,Dest_Wind_Gust,Dest_Fog,Dest_Snow,Dest_Temp,Dest_Thunder,Dest_Tornado,Dest_Rain,Dest_Hail
2017,9,11,1,9/11/2017,UA,SFO,CA,SMF,CA,116,154,,"0    Mostly Cloudy
Name: Conds_Description, dtype: object",10,29.84,0,4.6,-9999,0,0,75,0,0,0,0,"0    Partly Cloudy
Name: Conds_Description, dtype: object",10,29.81,0,5.8,-9999,0,0,71.1,0,0,0,0
2017,9,24,7,9/24/2017,UA,TPA,FL,ORD,IL,1625,15,,"16    Light Thunderstorms and Rain
Name: Conds_Description, dtype: object",6,29.86,0,9.2,19.6,0,0,82.9,1,0,1,0,"15    Scattered Clouds
Name: Conds_Description, dtype: object",10,29.99,0,8.1,-9999,0,0,91.9,0,0,0,0
2017,9,24,7,9/24/2017,UA,ORD,IL,SYR,NY,1419,7,,"13    Scattered Clouds
Name: Conds_Description, dtype: object",10,30.02,0,12.7,16.1,0,0,91,0,0,0,0,"13    Partly Cloudy
Name: Conds_Description, dtype: object",10,30.08,0,3.5,-9999,0,0,87.1,0,0,0,0
2017,9,24,7,9/24/2017,UA,FLL,FL,ORD,IL,949,30,,"14    Light Rain
Name: Conds_Description, dtype: object",4,29.89,0,11.5,-9999,0,0,78.1,0,0,1,0,"8    Clear
Name: Conds_Description, dtype: object",10,30.08,0,4.6,-9999,0,0,79,0,0,0,0
2017,9,23,6,9/23/2017,UA,AUS,TX,IAH,TX,719,24,,"11    Fog
Name: Conds_Description, dtype: object",0.2,29.92,0,0,-9999,1,0,71.6,0,0,0,0,"8    Shallow Fog
Name: Conds_Description, dtype: object",2,29.93,0,3.5,-9999,1,0,73,0,0,0,0
2017,9,23,6,9/23/2017,UA,MCO,FL,ORD,IL,1739,2,,"20    Light Rain
Name: Conds_Description, dtype: object",9,29.88,0,6.9,-9999,0,0,77,0,0,1,0,"16    Partly Cloudy
Name: Conds_Description, dtype: object",10,30.01,0,12.7,-9999,0,0,91,0,0,0,0
2017,9,8,5,9/8/2017,UA,LAS,NV,SFO,CA,2028,56,,"33    Thunderstorms and Rain
Name: Conds_Description, dtype: object",9,29.96,0,12.7,-9999,0,0,69.1,1,0,1,0,"22    Mostly Cloudy
Name: Conds_Description, dtype: object",10,29.88,0,10.4,-9999,0,0,63,0,0,0,0
2017,9,8,5,9/8/2017,UA,LAS,NV,ORD,IL,710,10,,"10    Mostly Cloudy
Name: Conds_Description, dtype: object",10,29.94,0,5.8,-9999,0,0,80.1,0,0,0,0,"6    Overcast
Name: Conds_Description, dtype: object",10,30.16,0,3.5,-9999,0,0,59,0,0,0,0
2017,9,8,5,9/8/2017,UA,LAS,NV,EWR,NJ,638,28,,"8    Thunderstorm
Name: Conds_Description, dtype: object",10,29.91,0,9.2,24.2,0,0,81,1,0,0,0,"5    Partly Cloudy
Name: Conds_Description, dtype: object",10,30.06,0,4.6,-9999,0,0,54,0,0,0,0
2017,9,8,5,9/8/2017,UA,MCO,FL,ORD,IL,1321,31,,"15    Light Rain
Name: Conds_Description, dtype: object",10,30,0,9.2,-9999,0,0,79,0,0,1,0,"12    Overcast
Name: Conds_Description, dtype: object",10,30.25,0,10.4,-9999,0,0,64,0,0,0,0
2017,9,8,5,9/8/2017,UA,TPA,FL,ORD,IL,1640,2,,"24    Light Rain
Name: Conds_Description, dtype: object",10,29.92,0,4.6,-9999,0,0,84,0,0,1,0,"15    Overcast
Name: Conds_Description, dtype: object",10,30.25,0,12.7,-9999,0,0,63,0,0,0,0
2017,9,8,5,9/8/2017,UA,MCO,FL,EWR,NJ,1255,89,,"15    Light Rain
Name: Conds_Description, dtype: object",10,30,0,9.2,-9999,0,0,79,0,0,1,0,"12    Scattered Clouds
Name: Conds_Description, dtype: object",10,30.1,0,13.8,25.3,0,0,72,0,0,0,0
2017,9,8,5,9/8/2017,UA,LAS,NV,EWR,NJ,817,15,,"11    Mostly Cloudy
Name: Conds_Description, dtype: object",10,29.89,0,11.5,-9999,0,0,78.1,0,0,0,0,"7    Scattered Clouds
Name: Conds_Description, dtype: object",10,30.09,0,8.1,-9999,0,0,59,0,0,0,0
2017,9,8,5,9/8/2017,UA,LAS,NV,SFO,CA,633,17,,"8    Thunderstorm
Name: Conds_Description, dtype: object",10,29.91,0,9.2,24.2,0,0,81,1,0,0,0,"5    Overcast
Name: Conds_Description, dtype: object",9,29.89,0,11.5,-9999,0,0,61,0,0,0,0
2017,9,8,5,9/8/2017,UA,LAS,NV,EWR,NJ,1327,8,,"25    Mostly Cloudy
Name: Conds_Description, dtype: object",10,29.95,0,8.1,-9999,0,0,78.1,0,0,0,0,"12    Scattered Clouds
Name: Conds_Description, dtype: object",10,30.1,0,13.8,25.3,0,0,72,0,0,0,0
2017,9,8,5,9/8/2017,UA,MCO,FL,ORD,IL,1745,9,,"21    Mostly Cloudy
Name: Conds_Description, dtype: object",10,29.93,0,10.4,-9999,0,0,82,0,0,0,0,"16    Mostly Cloudy
Name: Conds_Description, dtype: object",10,30.25,0,15,-9999,0,0,64,0,0,0,0
2017,9,8,5,9/8/2017,UA,MCO,FL,IAH,TX,1314,68,,"15    Light Rain
Name: Conds_Description, dtype: object",10,30,0,9.2,-9999,0,0,79,0,0,1,0,"12    Partly Cloudy
Name: Conds_Description, dtype: object",10,30.13,0,9.2,-9999,0,0,81,0,0,0,0
2017,9,8,5,9/8/2017,UA,LAS,NV,SFO,CA,1721,2,,"29    Mostly Cloudy
Name: Conds_Description, dtype: object",10,29.86,0,5.8,-9999,0,0,80.1,0,0,0,0,"18    Partly Cloudy
Name: Conds_Description, dtype: object",10,29.86,0,18.4,-9999,0,0,66.9,0,0,0,0
2017,9,8,5,9/8/2017,UA,LAS,NV,EWR,NJ,1003,6,,"17    Mostly Cloudy
Name: Conds_Description, dtype: object",10,29.94,0,11.5,19.6,0,0,78.1,0,0,0,0,"9    Scattered Clouds
Name: Conds_Description, dtype: object",10,30.1,0,13.8,-9999,0,0,66,0,0,0,0
2017,9,7,4,9/7/2017,UA,LAS,NV,EWR,NJ,1608,8,,"16    Thunderstorm
Name: Conds_Description, dtype: object",10,29.78,0,8.1,-9999,0,0,93,1,0,0,0,"23    Scattered Clouds
Name: Conds_Description, dtype: object",10,29.88,0,15,-9999,0,0,73,0,0,0,0
2017,9,6,3,9/6/2017,UA,FLL,FL,ORD,IL,1608,8,,"19    Thunderstorm
Name: Conds_Description, dtype: object",10,29.89,0,8.1,-9999,0,0,87.1,1,0,0,0,"15    Mostly Cloudy
Name: Conds_Description, dtype: object",10,30,0,12.7,16.1,0,0,66,0,0,0,0
2017,9,6,3,9/6/2017,UA,ORD,IL,EWR,NJ,1845,59,,"17    Mostly Cloudy
Name: Conds_Description, dtype: object",10,30.02,0,6.9,-9999,0,0,61,0,0,0,0,"23    Light Rain
Name: Conds_Description, dtype: object",10,29.89,0,12.7,-9999,0,0,63,0,0,1,0
2017,9,21,4,9/21/2017,UA,ABQ,NM,IAH,TX,1321,91,,"13    Partly Cloudy
Name: Conds_Description, dtype: object",10,29.77,0,10.4,20.7,0,0,80.1,0,0,0,0,"16    Thunderstorm
Name: Conds_Description, dtype: object",7,29.99,0,19.6,-9999,0,0,80.1,1,0,0,0
2017,9,21,4,9/21/2017,UA,MIA,FL,IAH,TX,1457,12,,"23    Light Rain
Name: Conds_Description, dtype: object",6,29.94,0,3.5,-9999,0,0,75.9,0,0,1,0,"19    Overcast
Name: Conds_Description, dtype: object",10,29.94,0,11.5,-9999,0,0,78.1,0,0,0,0
2017,9,21,4,9/21/2017,UA,EWR,NJ,SFO,CA,1847,47,,"17    Mostly Cloudy
Name: Conds_Description, dtype: object",10,29.99,0,15,-9999,0,0,81,0,0,0,0,"17    Scattered Clouds
Name: Conds_Description, dtype: object",10,29.89,0,27.6,35.7,0,0,63,0,0,0,0
2017,9,21,4,9/21/2017,UA,ORD,IL,DCA,VA,1630,15,,"15    Mostly Cloudy
Name: Conds_Description, dtype: object",10,29.95,0,5.8,-9999,0,0,93.9,0,0,0,0,"15    Scattered Clouds
Name: Conds_Description, dtype: object",10,30.01,0,8.1,-9999,0,0,86,0,0,0,0
2017,9,20,3,9/20/2017,UA,IAH,TX,LAS,NV,1517,20,,"16    Mostly Cloudy
Name: Conds_Description, dtype: object",10,29.89,0,8.1,-9999,0,0,89.1,0,0,0,0,"14    Clear
Name: Conds_Description, dtype: object",10,29.61,0,11.5,23,0,0,91,0,0,0,0
2017,9,20,3,9/20/2017,UA,MSY,LA,IAH,TX,1714,16,,"21    Light Thunderstorms and Rain
Name: Conds_Description, dtype: object",10,29.99,0,4.6,-9999,0,0,75,1,0,1,0,"20    Light Rain
Name: Conds_Description, dtype: object",10,29.88,0,4.6,-9999,0,0,84.9,0,0,1,0
2017,9,20,3,9/20/2017,UA,MSY,LA,SFO,CA,1648,68,,"19    Light Thunderstorms and Rain
Name: Conds_Description, dtype: object",8,29.99,0,9.2,-9999,0,0,75.9,1,0,1,0,"19    Mostly Cloudy
Name: Conds_Description, dtype: object",10,29.89,0,18.4,-9999,0,0,66.9,0,0,0,0
2017,9,20,3,9/20/2017,UA,IAH,TX,MSY,LA,1500,15,,"16    Mostly Cloudy
Name: Conds_Description, dtype: object",10,29.89,0,8.1,-9999,0,0,89.1,0,0,0,0,"18    Light Thunderstorms and Rain
Name: Conds_Description, dtype: object",4,29.99,0,11.5,-9999,0,0,80.1,1,0,1,0
2017,9,20,3,9/20/2017,UA,IAH,TX,ORD,IL,1501,11,,"16    Mostly Cloudy
Name: Conds_Description, dtype: object",10,29.89,0,8.1,-9999,0,0,89.1,0,0,0,0,"16    Scattered Clouds
Name: Conds_Description, dtype: object",10,29.85,0,17.3,-9999,0,0,91,0,0,0,0
2017,9,20,3,9/20/2017,UA,IAH,TX,DEN,CO,1509,39,,"16    Mostly Cloudy
Name: Conds_Description, dtype: object",10,29.89,0,8.1,-9999,0,0,89.1,0,0,0,0,"15    Partly Cloudy
Name: Conds_Description, dtype: object",10,29.67,0,11.5,-9999,0,0,78.1,0,0,0,0
2017,9,20,3,9/20/2017,UA,IAH,TX,SEA,WA,1513,32,,"16    Mostly Cloudy
Name: Conds_Description, dtype: object",10,29.89,0,8.1,-9999,0,0,89.1,0,0,0,0,"25    Mostly Cloudy
Name: Conds_Description, dtype: object",10,29.76,0,6.9,-9999,0,0,55,0,0,0,0
2017,9,20,3,9/20/2017,UA,IAH,TX,SAN,CA,1522,23,,"16    Mostly Cloudy
Name: Conds_Description, dtype: object",10,29.89,0,8.1,-9999,0,0,89.1,0,0,0,0,"17    Partly Cloudy
Name: Conds_Description, dtype: object",10,29.89,0,13.8,-9999,0,0,71.1,0,0,0,0
2017,9,20,3,9/20/2017,UA,MSY,LA,IAH,TX,1726,12,,"21    Light Thunderstorms and Rain
Name: Conds_Description, dtype: object",10,29.99,0,4.6,-9999,0,0,75,1,0,1,0,"20    Light Rain
Name: Conds_Description, dtype: object",10,29.88,0,4.6,-9999,0,0,84.9,0,0,1,0
2017,9,20,3,9/20/2017,UA,IAH,TX,MEM,TN,1553,11,,"17    Mostly Cloudy
Name: Conds_Description, dtype: object",10,29.88,0,9.2,-9999,0,0,90,0,0,0,0,"14    Mostly Cloudy
Name: Conds_Description, dtype: object",10,29.95,0,8.1,-9999,0,0,90,0,0,0,0
2017,9,19,2,9/19/2017,UA,CID,IA,ORD,IL,858,123,,"15    Fog
Name: Conds_Description, dtype: object",0.1,29.94,0,6.9,-9999,1,0,63,0,0,0,0,"11    Mostly Cloudy
Name: Conds_Description, dtype: object",9,29.95,0,3.5,-9999,0,0,69.1,0,0,0,0
2017,9,19,2,9/19/2017,UA,BQN,PR,EWR,NJ,229,14,,"14    Mostly Cloudy
Name: Conds_Description, dtype: object",10,29.87,0,20.7,28.8,0,0,80.6,0,0,0,0,"1    Overcast
Name: Conds_Description, dtype: object",10,30.05,0,11.5,-9999,0,0,72,0,0,0,0
2017,9,19,2,9/19/2017,UA,SJU,PR,EWR,NJ,1436,16,,"13    Overcast
Name: Conds_Description, dtype: object",10,29.85,0,17.3,-9999,0,0,84.9,0,0,0,0,"16    Mostly Cloudy
Name: Conds_Description, dtype: object",10,29.94,0,18.4,26.5,0,0,79,0,0,0,0
2017,9,19,2,9/19/2017,UA,CID,IA,DEN,CO,1001,32,,"16    Fog
Name: Conds_Description, dtype: object",0.5,29.94,0,5.8,-9999,1,0,64,0,0,0,0,"9    Mostly Cloudy
Name: Conds_Description, dtype: object",10,29.49,0,13.8,-9999,0,0,73,0,0,0,0
2017,9,18,1,9/18/2017,UA,IAH,TX,ORD,IL,1952,7,,"34    Light Rain
Name: Conds_Description, dtype: object",10,29.97,0,0,-9999,0,0,75.9,0,0,1,0,"19    Mostly Cloudy
Name: Conds_Description, dtype: object",10,30.01,0,9.2,-9999,0,0,66.9,0,0,0,0
2017,9,18,1,9/18/2017,UA,IAH,TX,LAS,NV,1522,37,,"24    Light Thunderstorms and Rain
Name: Conds_Description, dtype: object",7,29.97,0,0,-9999,0,0,81,1,0,1,0,"14    Partly Cloudy
Name: Conds_Description, dtype: object",10,29.73,0,10.4,20.7,0,0,93,0,0,0,0
2017,9,18,1,9/18/2017,UA,IAH,TX,MCO,FL,1338,20,,"22    Light Thunderstorms and Rain
Name: Conds_Description, dtype: object",7,29.99,0,5.8,-9999,0,0,82,1,0,1,0,"12    Mostly Cloudy
Name: Conds_Description, dtype: object",10,29.96,0,12.7,-9999,0,0,84.9,0,0,0,0
2017,9,18,1,9/18/2017,UA,IAH,TX,ORD,IL,1349,9,,"22    Light Thunderstorms and Rain
Name: Conds_Description, dtype: object",7,29.99,0,5.8,-9999,0,0,82,1,0,1,0,"12    Scattered Clouds
Name: Conds_Description, dtype: object",10,30.07,0,9.2,-9999,0,0,75.9,0,0,0,0
2017,9,18,1,9/18/2017,UA,IND,IN,SFO,CA,2150,60,,"26    Light Rain
Name: Conds_Description, dtype: object",10,29.99,0,6.9,-9999,0,0,70,0,0,1,0,"23    Clear
Name: Conds_Description, dtype: object",10,29.96,0,17.3,25.3,0,0,62.1,0,0,0,0
2017,9,18,1,9/18/2017,UA,IAH,TX,SAT,TX,2033,40,,"35    Light Rain
Name: Conds_Description, dtype: object",10,29.97,0,0,-9999,0,0,75.9,0,0,1,0,"24    Mostly Cloudy
Name: Conds_Description, dtype: object",10,29.86,0,15,-9999,0,0,86,0,0,0,0
2017,9,18,1,9/18/2017,UA,IAH,TX,DEN,CO,1635,11,,"26    Mostly Cloudy
Name: Conds_Description, dtype: object",10,29.94,0,6.9,-9999,0,0,84,0,0,0,0,"15    Partly Cloudy
Name: Conds_Description, dtype: object",10,29.93,0,8.1,-9999,0,0,82,0,0,0,0
2017,9,5,2,9/5/2017,UA,EWR,NJ,SFO,CA,2301,382,,"25    Overcast
Name: Conds_Description, dtype: object",10,29.83,0,5.8,-9999,0,0,70,0,0,0,0,"22    Clear
Name: Conds_Description, dtype: object",10,29.97,0,4.6,-9999,0,0,70,0,0,0,0
2017,9,5,2,9/5/2017,UA,IAD,VA,IAH,TX,1848,94,,"20    Thunderstorms and Rain
Name: Conds_Description, dtype: object",4,29.83,0,11.5,-9999,0,0,70,1,0,1,0,"17    Mostly Cloudy
Name: Conds_Description, dtype: object",10,29.91,0,6.9,-9999,0,0,88,0,0,0,0
2017,9,5,2,9/5/2017,UA,IAD,VA,SFO,CA,1835,45,,"20    Thunderstorms and Rain
Name: Conds_Description, dtype: object",4,29.83,0,11.5,-9999,0,0,70,1,0,1,0,"17    Scattered Clouds
Name: Conds_Description, dtype: object",10,29.93,0,3.5,-9999,0,0,79,0,0,0,0
2017,9,5,2,9/5/2017,UA,PHL,PA,ORD,IL,2011,207,,"22    Light Rain
Name: Conds_Description, dtype: object",7,29.82,0,8.1,-9999,0,0,73.9,0,0,1,0,"19    Scattered Clouds
Name: Conds_Description, dtype: object",10,29.93,0,11.5,-9999,0,0,60.1,0,0,0,0
2017,9,5,2,9/5/2017,UA,EWR,NJ,SLC,UT,2048,172,,"22    Mostly Cloudy
Name: Conds_Description, dtype: object",10,29.81,0,8.1,-9999,0,0,72,0,0,0,0,"19    Partly Cloudy
Name: Conds_Description, dtype: object",7,29.88,0,8.1,-9999,0,0,84.9,0,0,0,0
2017,9,5,2,9/5/2017,UA,IAD,VA,SFO,CA,1641,11,,"15    Scattered Clouds
Name: Conds_Description, dtype: object",10,29.73,0,18.4,26.5,0,0,84.9,0,0,0,0,"15    Partly Cloudy
Name: Conds_Description, dtype: object",10,29.92,0,4.6,-9999,0,0,81,0,0,0,0
2017,9,5,2,9/5/2017,UA,ORD,IL,PHL,PA,2034,383,,"19    Scattered Clouds
Name: Conds_Description, dtype: object",10,29.93,0,11.5,-9999,0,0,60.1,0,0,0,0,"22    Light Rain
Name: Conds_Description, dtype: object",7,29.82,0,8.1,-9999,0,0,73.9,0,0,1,0
2017,9,5,2,9/5/2017,UA,IAD,VA,BOS,MA,1936,141,,"22    Light Rain
Name: Conds_Description, dtype: object",7,29.83,0,4.6,-9999,0,0,66.9,0,0,1,0,"18    Scattered Clouds
Name: Conds_Description, dtype: object",10,29.75,0,20.7,-9999,0,0,75,0,0,0,0
2017,9,5,2,9/5/2017,UA,IAD,VA,DEN,CO,1847,61,,"20    Thunderstorms and Rain
Name: Conds_Description, dtype: object",4,29.83,0,11.5,-9999,0,0,70,1,0,1,0,"18    Partly Cloudy
Name: Conds_Description, dtype: object",10,30.17,0,6.9,-9999,0,0,68,0,0,0,0
2017,9,5,2,9/5/2017,UA,MCO,FL,IAH,TX,1821,30,,"21    Light Thunderstorms and Rain
Name: Conds_Description, dtype: object",6,29.94,0,10.4,-9999,0,0,75.9,1,0,1,0,"17    Mostly Cloudy
Name: Conds_Description, dtype: object",10,29.91,0,6.9,-9999,0,0,88,0,0,0,0
2017,9,5,2,9/5/2017,UA,EWR,NJ,PDX,OR,1915,75,,"18    Mostly Cloudy
Name: Conds_Description, dtype: object",10,29.75,0,12.7,-9999,0,0,82.9,0,0,0,0,"19    Smoke
Name: Conds_Description, dtype: object",2.5,29.86,0,5.8,-9999,0,0,84.2,0,0,0,0
2017,9,5,2,9/5/2017,UA,EWR,NJ,ORD,IL,2134,304,,"23    Mostly Cloudy
Name: Conds_Description, dtype: object",10,29.8,0,5.8,-9999,0,0,71.1,0,0,0,0,"20    Scattered Clouds
Name: Conds_Description, dtype: object",10,29.95,0,6.9,-9999,0,0,55.9,0,0,0,0
2017,9,5,2,9/5/2017,UA,EWR,NJ,LAS,NV,18,4,,"0    Partly Cloudy
Name: Conds_Description, dtype: object",10,29.84,0,9.2,-9999,0,0,69.1,0,0,0,0,"0    Mostly Cloudy
Name: Conds_Description, dtype: object",10,29.82,0,3.5,-9999,0,0,90,0,0,0,0
2017,9,5,2,9/5/2017,UA,EWR,NJ,BOS,MA,1836,139,,"17    Scattered Clouds
Name: Conds_Description, dtype: object",10,29.73,0,13.8,24.2,0,0,84,0,0,0,0,"17    Scattered Clouds
Name: Conds_Description, dtype: object",10,29.74,0,17.3,-9999,0,0,79,0,0,0,0
2017,9,5,2,9/5/2017,UA,EWR,NJ,LAX,CA,2006,228,,"21    Light Thunderstorms and Rain
Name: Conds_Description, dtype: object",3,29.8,0,17.3,39.1,0,0,72,1,0,1,0,"25    Partly Cloudy
Name: Conds_Description, dtype: object",10,29.91,0,12.7,-9999,0,0,73,0,0,0,0
2017,9,5,2,9/5/2017,UA,EWR,NJ,SEA,WA,2359,23,,"26    Mostly Cloudy
Name: Conds_Description, dtype: object",10,29.83,0,8.1,-9999,0,0,70,0,0,0,0,"25    Overcast
Name: Conds_Description, dtype: object",8,29.96,0,3.5,-9999,0,0,69.1,0,0,0,0
2017,9,5,2,9/5/2017,UA,EWR,NJ,SAV,GA,2015,15,,"21    Light Thunderstorms and Rain
Name: Conds_Description, dtype: object",3,29.8,0,17.3,39.1,0,0,72,1,0,1,0,"21    Scattered Clouds
Name: Conds_Description, dtype: object",10,29.88,0,6.9,-9999,0,0,81,0,0,0,0
2017,9,5,2,9/5/2017,UA,BWI,MD,IAH,TX,2015,41,,"26    Light Rain
Name: Conds_Description, dtype: object",8,29.82,0,3.5,-9999,0,0,68,0,0,1,0,"19    Mostly Cloudy
Name: Conds_Description, dtype: object",10,29.92,0,4.6,-9999,0,0,81,0,0,0,0
2017,9,5,2,9/5/2017,UA,PHL,PA,ORD,IL,2006,70,,"22    Light Rain
Name: Conds_Description, dtype: object",7,29.82,0,8.1,-9999,0,0,73.9,0,0,1,0,"19    Scattered Clouds
Name: Conds_Description, dtype: object",10,29.93,0,11.5,-9999,0,0,60.1,0,0,0,0
2017,9,5,2,9/5/2017,UA,EWR,NJ,LAX,CA,2342,4,,"25    Overcast
Name: Conds_Description, dtype: object",10,29.83,0,5.8,-9999,0,0,70,0,0,0,0,"28    Partly Cloudy
Name: Conds_Description, dtype: object",10,29.95,0,5.8,-9999,0,0,73,0,0,0,0
2017,9,5,2,9/5/2017,UA,EWR,NJ,MIA,FL,2312,4,,"25    Overcast
Name: Conds_Description, dtype: object",10,29.83,0,5.8,-9999,0,0,70,0,0,0,0,"22    Mostly Cloudy
Name: Conds_Description, dtype: object",10,29.97,0,10.4,-9999,0,0,84,0,0,0,0
2017,9,5,2,9/5/2017,UA,EWR,NJ,LAS,NV,2127,305,,"23    Mostly Cloudy
Name: Conds_Description, dtype: object",10,29.8,0,5.8,-9999,0,0,71.1,0,0,0,0,"20    Scattered Clouds
Name: Conds_Description, dtype: object",10,29.85,0,13.8,20.7,0,0,91.9,0,0,0,0
2017,9,5,2,9/5/2017,UA,EWR,NJ,TPA,FL,16,14,,"0    Partly Cloudy
Name: Conds_Description, dtype: object",10,29.84,0,9.2,-9999,0,0,69.1,0,0,0,0,"0    Mostly Cloudy
Name: Conds_Description, dtype: object",10,30.03,0,3.5,-9999,0,0,82,0,0,0,0
2017,9,5,2,9/5/2017,UA,EWR,NJ,CLE,OH,1731,17,,"16    Scattered Clouds
Name: Conds_Description, dtype: object",10,29.71,0,16.1,21.9,0,0,86,0,0,0,0,"32    Scattered Clouds
Name: Conds_Description, dtype: object",10,29.8,0,15,-9999,0,0,72,0,0,0,0
2017,9,5,2,9/5/2017,UA,EWR,NJ,SAN,CA,2131,251,,"23    Mostly Cloudy
Name: Conds_Description, dtype: object",10,29.8,0,5.8,-9999,0,0,71.1,0,0,0,0,"24    Scattered Clouds
Name: Conds_Description, dtype: object",10,29.96,0,6.9,-9999,0,0,73,0,0,0,0
2017,9,5,2,9/5/2017,UA,CLT,NC,EWR,NJ,1958,278,,"19    Mostly Cloudy
Name: Conds_Description, dtype: object",10,29.9,0,11.5,19.6,0,0,75,0,0,0,0,"21    Light Thunderstorms and Rain
Name: Conds_Description, dtype: object",3,29.8,0,17.3,39.1,0,0,72,1,0,1,0
2017,9,5,2,9/5/2017,UA,EWR,NJ,AUS,TX,2206,32,,"24    Overcast
Name: Conds_Description, dtype: object",10,29.84,0,9.2,-9999,0,0,71.1,0,0,0,0,"21    Partly Cloudy
Name: Conds_Description, dtype: object",10,29.93,0,0,-9999,0,0,78.1,0,0,0,0
2017,9,5,2,9/5/2017,UA,EWR,NJ,RSW,FL,2044,11,,"22    Mostly Cloudy
Name: Conds_Description, dtype: object",10,29.81,0,8.1,-9999,0,0,72,0,0,0,0,"28    Partly Cloudy
Name: Conds_Description, dtype: object",10,29.94,0,3.5,-9999,0,0,78.1,0,0,0,0
2017,9,5,2,9/5/2017,UA,EWR,NJ,CLE,OH,1933,56,,"18    Mostly Cloudy
Name: Conds_Description, dtype: object",10,29.75,0,12.7,-9999,0,0,82.9,0,0,0,0,"34    Scattered Clouds
Name: Conds_Description, dtype: object",10,29.81,0,6.9,-9999,0,0,71.1,0,0,0,0
2017,9,5,2,9/5/2017,UA,EWR,NJ,DFW,TX,2150,20,,"23    Mostly Cloudy
Name: Conds_Description, dtype: object",10,29.8,0,5.8,-9999,0,0,71.1,0,0,0,0,"20    Clear
Name: Conds_Description, dtype: object",10,30,0,17.3,-9999,0,0,78.1,0,0,0,0
2017,9,5,2,9/5/2017,UA,IAD,VA,ORD,IL,1856,14,,"21    Light Thunderstorms and Rain
Name: Conds_Description, dtype: object",4,29.82,0,5.8,-9999,0,0,66.9,1,0,1,0,"18    Mostly Cloudy
Name: Conds_Description, dtype: object",10,29.91,0,10.4,-9999,0,0,61,0,0,0,0
2017,9,5,2,9/5/2017,UA,EWR,NJ,SMF,CA,2100,52,,"23    Mostly Cloudy
Name: Conds_Description, dtype: object",10,29.8,0,5.8,-9999,0,0,71.1,0,0,0,0,"20    Scattered Clouds
Name: Conds_Description, dtype: object",10,29.88,0,11.5,-9999,0,0,81,0,0,0,0
2017,9,4,1,9/4/2017,UA,ORD,IL,DCA,VA,2116,7,,"23    Overcast
Name: Conds_Description, dtype: object",10,29.8,0,5.8,-9999,0,0,66.9,0,0,0,0,"20    Clear
Name: Conds_Description, dtype: object",10,29.88,0,10.4,-9999,0,0,75.9,0,0,0,0
2017,9,4,1,9/4/2017,UA,ORD,IL,ALB,NY,2020,150,,"22    Overcast
Name: Conds_Description, dtype: object",10,29.76,0,11.5,-9999,0,0,71.1,0,0,0,0,"22    Partly Cloudy
Name: Conds_Description, dtype: object",10,29.76,0,10.4,18.4,0,0,73.9,0,0,0,0
2017,9,3,7,9/3/2017,UA,MCO,FL,EWR,NJ,1545,1,,"15    Heavy Rain
Name: Conds_Description, dtype: object",1.5,30.07,0,11.5,-9999,0,0,78.1,0,0,1,0,"25    Overcast
Name: Conds_Description, dtype: object",10,29.85,0,10.4,-9999,0,0,71.1,0,0,0,0
2017,9,18,1,9/18/2017,UA,IAH,TX,EWR,NJ,1350,40,,"22    Light Thunderstorms and Rain
Name: Conds_Description, dtype: object",7,29.99,0,5.8,-9999,0,0,82,1,0,1,0,"16    Overcast
Name: Conds_Description, dtype: object",10,30.11,0,6.9,-9999,0,0,73,0,0,0,0
2017,9,18,1,9/18/2017,UA,SEA,WA,DEN,CO,1635,1,,"19    Light Rain
Name: Conds_Description, dtype: object",10,29.78,0,9.2,-9999,0,0,55.9,0,0,1,0,"15    Partly Cloudy
Name: Conds_Description, dtype: object",10,29.93,0,8.1,-9999,0,0,82,0,0,0,0
2017,9,18,1,9/18/2017,UA,IAH,TX,DCA,VA,1343,46,,"22    Light Thunderstorms and Rain
Name: Conds_Description, dtype: object",7,29.99,0,5.8,-9999,0,0,82,1,0,1,0,"20    Overcast
Name: Conds_Description, dtype: object",10,30.09,0,9.2,-9999,0,0,75.9,0,0,0,0
2017,9,18,1,9/18/2017,UA,IAH,TX,SAT,TX,1401,20,,"23    Thunderstorm
Name: Conds_Description, dtype: object",10,29.98,0,0,-9999,0,0,86,1,0,0,0,"18    Mostly Cloudy
Name: Conds_Description, dtype: object",10,29.94,0,8.1,-9999,0,0,90,0,0,0,0
2017,9,18,1,9/18/2017,UA,IAH,TX,LAX,CA,1339,24,,"22    Light Thunderstorms and Rain
Name: Conds_Description, dtype: object",7,29.99,0,5.8,-9999,0,0,82,1,0,1,0,"14    Scattered Clouds
Name: Conds_Description, dtype: object",9,29.95,0,13.8,-9999,0,0,71.1,0,0,0,0
